date,open,high,low,close,volume
2024-07-29,0.090499997138977,0.1176860034465789,0.0904539972543716,0.1150609999895095,20371130
2024-07-30,0.1150609999895095,0.1217319965362548,0.1138510033488273,0.1168109998106956,10732687
2024-07-31,0.1168060004711151,0.1303450018167495,0.1026680022478103,0.1037710011005401,15999209
2024-08-01,0.103762999176979,0.1128629967570304,0.0974830016493797,0.0983539968729019,12700890
2024-08-02,0.0983539968729019,0.1015509963035583,0.0923869982361793,0.0940190032124519,8556570
2024-08-03,0.0940190032124519,0.0943040028214454,0.0840620025992393,0.0852909982204437,4713072
2024-08-04,0.0852909982204437,0.0858419984579086,0.0757400020956993,0.0757709965109825,3437770
2024-08-05,0.0757709965109825,0.0764840021729469,0.0562230013310909,0.0674860030412674,8867154
2024-08-06,0.0674860030412674,0.073244996368885,0.0670339986681938,0.069530002772808,4918358
2024-08-07,0.0695260018110275,0.0720449984073638,0.0634299963712692,0.063750997185707,3915694
2024-08-08,0.063750997185707,0.075882002711296,0.0625049993395805,0.0752800032496452,6029312
2024-08-09,0.0752800032496452,0.0780420005321502,0.0743269994854927,0.0762979984283447,3847060
2024-08-10,0.0762979984283447,0.0773919969797134,0.0740170031785965,0.0745199993252754,1770886
2024-08-11,0.0745199993252754,0.0835319980978965,0.0708450004458427,0.0714220032095909,6295480
2024-08-12,0.0714220032095909,0.0793429985642433,0.0697610005736351,0.0765879973769187,4438526
2024-08-13,0.0765879973769187,0.0853030011057853,0.0740490034222602,0.0831149965524673,5433347
2024-08-14,0.0831149965524673,0.0835580006241798,0.0779369994997978,0.0779870003461837,3575468
2024-08-15,0.0779870003461837,0.0792099982500076,0.0693930014967918,0.0743480026721954,3722409
2024-08-16,0.0743480026721954,0.0744019970297813,0.0701429992914199,0.0718559995293617,3121322
2024-08-17,0.0718559995293617,0.0728719979524612,0.0703639984130859,0.0726350024342536,2444349
2024-08-18,0.0726350024342536,0.0834510028362274,0.0713630020618438,0.0796409994363784,6524531
2024-08-19,0.0796409994363784,0.0826169997453689,0.0769480019807815,0.0819339975714683,5687476
2024-08-20,0.0819339975714683,0.082906998693943,0.0774739980697631,0.07931400090456,3429669
2024-08-21,0.07931400090456,0.0849490016698837,0.0789180025458335,0.0837400034070015,1964061
2024-08-22,0.0837400034070015,0.0862720012664794,0.0828410014510154,0.0853480026125907,1861795
2024-08-23,0.0853480026125907,0.0973870009183883,0.083697997033596,0.0946540012955665,5448804
2024-08-24,0.0946540012955665,0.0960669964551925,0.0920210033655166,0.0938270017504692,2293930
2024-08-25,0.0938270017504692,0.0939719974994659,0.0894439965486526,0.0911229997873306,1809193
2024-08-26,0.0911229997873306,0.0919940024614334,0.0842000022530555,0.0847750008106231,2366571
2024-08-27,0.0847750008106231,0.0878700017929077,0.0778380036354065,0.0792889967560768,2097404
2024-08-28,0.0792889967560768,0.0818229988217353,0.0745299980044364,0.0773990005254745,2689542
2024-08-29,0.0773990005254745,0.0815780013799667,0.0760739967226982,0.0771799981594085,1615486
2024-08-30,0.0771799981594085,0.0789100006222724,0.0732060000300407,0.0773250013589859,1601117
2024-08-31,0.0773250013589859,0.0778760015964508,0.0744860023260116,0.0752540007233619,904046
2024-09-01,0.0752540007233619,0.075374998152256,0.0705540031194686,0.0713099986314773,1641658
2024-09-02,0.0713099986314773,0.0772169977426529,0.0712139979004859,0.0764160007238388,1533025
2024-09-03,0.0764160007238388,0.0779900029301643,0.0743409991264343,0.0744009986519813,2499967
2024-09-04,0.0744009986519813,0.0780799984931945,0.0708390027284622,0.076663002371788,2009456
2024-09-05,0.076663002371788,0.0774440020322799,0.0733480006456375,0.0737709999084472,1498881
2024-09-06,0.0737709999084472,0.0760260000824928,0.0678099989891052,0.0701019987463951,2484991
2024-09-07,0.0701019987463951,0.0735789984464645,0.0695549994707107,0.0719359964132309,1317905
2024-09-08,0.0719359964132309,0.0761319994926452,0.0719359964132309,0.0744590014219284,1406220
2024-09-09,0.0744590014219284,0.0795060023665428,0.0744109973311424,0.0784109979867935,1723132
2024-09-10,0.0784109979867935,0.0815320014953613,0.0778229981660842,0.0811399966478347,1357900
2024-09-11,0.0811399966478347,0.0815709978342056,0.0778250023722648,0.0810479968786239,1849980
2024-09-12,0.0810479968786239,0.0899680033326149,0.080994002521038,0.0893959999084472,3826255
2024-09-13,0.0893959999084472,0.0924350023269653,0.0875950008630752,0.0919200032949447,4979558
2024-09-14,0.0919200032949447,0.0930560007691383,0.0901779979467392,0.0911210030317306,1648242
2024-09-15,0.0911210030317306,0.0915990024805069,0.0867369994521141,0.0872939974069595,1497237
2024-09-16,0.0872939974069595,0.0873230025172233,0.0791380032896995,0.0801820009946823,1974860
2024-09-17,0.0801820009946823,0.0892440006136894,0.0797350034117698,0.0879300013184547,2461748
2024-09-18,0.0879300013184547,0.0962579995393753,0.0854279994964599,0.0962499976158142,3864271
2024-09-19,0.0962499976158142,0.0965299978852272,0.0923440009355545,0.0947479978203773,2546277
2024-09-20,0.0947479978203773,0.1017709970474243,0.0935110002756118,0.0972720012068748,2959854
2024-09-21,0.0972720012068748,0.0996349975466728,0.0945229977369308,0.0995720028877258,1315862
2024-09-22,0.0995720028877258,0.1009249985218048,0.0924869999289512,0.0958829969167709,1546071
2024-09-23,0.0958829969167709,0.0992769971489906,0.094309002161026,0.0967520028352737,1961474
2024-09-24,0.0967520028352737,0.1016589999198913,0.0945549979805946,0.1008099988102912,2010161
2024-09-25,0.1008099988102912,0.102571003139019,0.0970249995589256,0.0974439978599548,1709030
2024-09-26,0.0974439978599548,0.1009090021252632,0.095498003065586,0.0987970009446144,1957211
2024-09-27,0.0987970009446144,0.1018910035490989,0.0981329977512359,0.0985509976744651,2199367
2024-09-28,0.0985509976744651,0.1022330000996589,0.0928400009870529,0.0956149995326995,2190707
2024-09-29,0.0956149995326995,0.1073609963059425,0.0937530025839805,0.1021279990673065,4803155
2024-09-30,0.1021279990673065,0.10258399695158,0.092119000852108,0.0929140001535415,3004230
2024-10-01,0.0929140001535415,0.0967240035533905,0.0819000005722045,0.0831279978156089,2969601
2024-10-02,0.0831279978156089,0.0874319970607757,0.0798629969358444,0.0816579982638359,2151926
2024-10-03,0.0816579982638359,0.083296000957489,0.0779850035905838,0.0806429982185363,1934506
2024-10-04,0.0806429982185363,0.0863479971885681,0.0801709964871406,0.0854469984769821,1503598
2024-10-05,0.0854469984769821,0.0863460004329681,0.0822689980268478,0.0844030007719993,1004490
2024-10-06,0.0844030007719993,0.0901340022683143,0.0838700011372566,0.089597001671791,1688741
2024-10-07,0.089597001671791,0.0938889980316162,0.0893270000815391,0.0901810005307197,2134188
2024-10-08,0.0901810005307197,0.0918340012431144,0.0884630009531974,0.0900359973311424,1656097
2024-10-09,0.0900359973311424,0.0914869979023933,0.0858979970216751,0.0876479968428611,1831116
2024-10-10,0.0876479968428611,0.089648000895977,0.0838569998741149,0.0880440026521682,1500677
2024-10-11,0.0880440026521682,0.0922539979219436,0.0871220007538795,0.0918229967355728,1545293
2024-10-12,0.0918229967355728,0.0939140021800994,0.0917550027370452,0.0924979969859123,1153313
2024-10-13,0.0924979969859123,0.0930629968643188,0.0890469998121261,0.0926389992237091,1190449
2024-10-14,0.0926389992237091,0.0963229984045028,0.0913019999861717,0.0954539999365806,1691370
2024-10-15,0.0954539999365806,0.0978949964046478,0.0910400003194809,0.0949549973011016,3173034
2024-10-16,0.0949549973011016,0.0950979962944984,0.0906860008835792,0.0919179990887641,1553958
2024-10-17,0.0919179990887641,0.0930029973387718,0.0889440029859542,0.0915120020508766,1610011
2024-10-18,0.0915120020508766,0.0946580022573471,0.0908569991588592,0.0944610014557838,1320038
2024-10-19,0.0944610014557838,0.0966520011425018,0.0926640033721923,0.0944380015134811,1369685
2024-10-20,0.0944380015134811,0.1008000001311302,0.0930330008268356,0.1004230007529258,3314924
2024-10-21,0.1004230007529258,0.1022090017795562,0.0946910008788108,0.0969569981098175,2561801
2024-10-22,0.0969569981098175,0.1003950014710426,0.0948750004172325,0.0992209985852241,2231463
2024-10-23,0.0992209985852241,0.0994239971041679,0.089367002248764,0.091788999736309,2195807
2024-10-24,0.0919419974088668,0.0996209979057312,0.090999998152256,0.0979029983282089,2641489
2024-10-25,0.0979029983282089,0.1011020019650459,0.0850289985537529,0.0876640006899833,4834606
2024-10-26,0.0876640006899833,0.0901170000433921,0.0835160017013549,0.0859640017151832,1909009
2024-10-27,0.0859640017151832,0.0903400033712387,0.0852359980344772,0.0893020033836364,1811345
2024-10-28,0.0893020033836364,0.0894500017166137,0.0840599983930587,0.0879279971122741,2969441
2024-10-29,0.0879279971122741,0.0985530018806457,0.0878780037164688,0.0983920022845268,4358541
2024-10-30,0.0983920022845268,0.1004649996757507,0.0951879993081092,0.0959800034761428,2448530
2024-10-31,0.0959800034761428,0.0963869988918304,0.0910219997167587,0.092348001897335,1687544
2024-11-01,0.092348001897335,0.0951019972562789,0.0881709977984428,0.0901940017938613,1851139
2024-11-02,0.0901940017938613,0.0916419997811317,0.0866409987211227,0.0868709981441497,1288542
2024-11-03,0.0868709981441497,0.0871500000357627,0.0782309994101524,0.0815119966864585,2334863
2024-11-04,0.0815119966864585,0.0828810036182403,0.0781539976596832,0.0797519981861114,1782987
2024-11-05,0.0797519981861114,0.0842230021953582,0.0797199979424476,0.0833360031247139,2486166
2024-11-06,0.0833360031247139,0.0970989987254142,0.0833019986748695,0.0964180007576942,3741905
2024-11-07,0.0964180007576942,0.1011160016059875,0.0955459997057914,0.09893199801445,5374571
